Player,Season,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
Travis Outlaw,2012,27.0,39.0,5.0,12.8,1.5,4.5,0.34299999999999997,0.4,1.5,0.267,1.1,2.9,0.38299999999999995,0.389,0.8,1.2,0.674,0.5,1.1,1.6,0.4,0.5,0.5,2.0,0.9,4.3
Larry Owens,2012,29.0,7.0,0.0,10.7,0.6,1.6,0.364,0.3,0.7,0.4,0.3,0.9,0.33299999999999996,0.455,0.4,0.6,0.75,0.3,1.6,1.9,0.6,0.0,0.1,3.33,1.4,1.9
Zaza Pachulia,2012,27.0,58.0,44.0,28.3,2.9,5.8,0.499,0.0,0.0,0.0,2.9,5.8,0.499,0.499,2.0,2.7,0.0,2.7,5.2,7.9,1.4,0.9,0.5,0.71,3.0,7.8
Jannero Pargo,2012,32.0,50.0,0.0,13.4,2.1,5.1,0.415,1.1,2.8,0.384,1.0,2.3,0.452,0.52,0.4,0.4,0.95,0.2,1.3,1.5,1.9,0.4,0.0,1.0,1.3,5.6
Jeremy Pargo,2012,25.0,44.0,5.0,9.6,1.1,3.4,0.33299999999999996,0.2,0.9,0.263,0.9,2.5,0.35700000000000004,0.36700000000000005,0.4,0.6,0.593,0.3,0.6,0.8,1.3,0.3,0.0,1.0,1.0,2.9
Anthony Parker,2012,36.0,51.0,51.0,25.1,2.8,6.4,0.433,1.0,2.7,0.36200000000000004,1.8,3.7,0.484,0.509,0.7,1.1,0.625,0.2,2.5,2.7,2.4,0.7,0.1,1.0,1.3,7.2
Tony Parker,2012,29.0,60.0,60.0,32.1,7.1,14.8,0.48,0.2,1.0,0.23,6.9,13.8,0.498,0.488,3.8,4.7,0.799,0.4,2.5,2.9,7.7,1.0,0.1,0.38,1.3,18.3
Chandler Parsons,2012,23.0,63.0,57.0,28.6,3.9,8.7,0.452,1.0,2.8,0.337,3.0,5.9,0.507,0.506,0.7,1.2,0.551,1.4,3.3,4.8,2.1,1.2,0.5,0.77,2.3,9.5
Patrick Patterson,2012,22.0,64.0,1.0,23.2,3.5,8.0,0.44,0.0,0.0,0.0,3.5,7.9,0.44299999999999995,0.44,0.6,0.9,0.7020000000000001,1.8,2.7,4.5,0.8,0.4,0.6,1.25,1.8,7.7
Chris Paul,2012,26.0,60.0,60.0,36.4,7.1,14.8,0.478,1.3,3.6,0.371,5.8,11.3,0.511,0.522,4.3,5.0,0.861,0.7,2.9,3.6,9.1,2.5,0.1,0.48,2.3,19.8
Sasha Pavlovic,2012,28.0,45.0,7.0,11.7,1.1,2.8,0.391,0.4,1.3,0.293,0.7,1.6,0.47100000000000003,0.457,0.1,0.2,0.375,0.1,1.5,1.6,0.4,0.4,0.3,2.5,1.2,2.7
Nikola Pekovic,2012,26.0,47.0,35.0,26.9,5.4,9.7,0.564,0.0,0.0,0.0,5.4,9.7,0.564,0.564,3.0,4.0,0.0,3.9,3.5,7.4,0.7,0.6,0.7,0.53,2.1,13.9
Kendrick Perkins,2012,27.0,65.0,65.0,26.8,2.0,4.0,0.489,0.0,0.0,0.0,2.0,4.0,0.489,0.489,1.1,1.7,0.0,1.8,4.7,6.6,1.2,0.4,1.1,0.56,2.9,5.1
Johan Petro,2012,26.0,59.0,10.0,15.6,1.8,4.4,0.419,0.0,0.0,1.0,1.8,4.4,0.41700000000000004,0.42100000000000004,0.5,0.6,0.838,1.2,2.6,3.8,0.8,0.4,0.4,1.67,2.1,4.2
Paul Pierce,2012,34.0,61.0,61.0,34.0,6.5,14.6,0.44299999999999995,1.6,4.5,0.366,4.8,10.1,0.47600000000000003,0.499,4.8,5.6,0.852,0.6,4.6,5.2,4.5,1.1,0.4,0.36,2.4,19.4
Mickael Pietrus,2012,29.0,42.0,6.0,21.9,2.5,6.4,0.385,1.5,4.3,0.335,1.0,2.1,0.489,0.498,0.5,0.7,0.645,0.4,2.7,3.1,0.6,0.5,0.2,1.25,1.9,6.9
Dexter Pittman,2012,23.0,35.0,6.0,8.6,1.3,2.7,0.46799999999999997,0.0,0.0,0.0,1.3,2.7,0.46799999999999997,0.46799999999999997,0.5,0.8,0.0,0.8,1.3,2.0,0.3,0.2,0.2,2.0,2.1,3.0
Quincy Pondexter,2012,23.0,64.0,8.0,15.7,1.7,3.7,0.452,0.3,1.1,0.301,1.3,2.6,0.518,0.498,0.5,0.8,0.623,0.9,1.1,2.0,0.4,0.4,0.1,2.0,1.4,4.2
A.J. Price,2012,25.0,44.0,1.0,12.9,1.3,4.0,0.33899999999999997,0.6,2.0,0.295,0.8,2.0,0.384,0.414,0.6,0.8,0.8,0.3,1.1,1.4,2.0,0.5,0.0,1.43,0.7,3.9
Ronnie Price,2012,28.0,36.0,8.0,14.4,1.4,3.6,0.377,0.4,1.2,0.295,1.0,2.4,0.419,0.42700000000000005,0.6,0.7,0.8,0.5,1.1,1.6,1.9,0.9,0.1,0.77,2.0,3.6
Tayshaun Prince,2012,31.0,63.0,63.0,33.1,5.3,12.7,0.42100000000000004,0.6,1.7,0.35600000000000004,4.7,11.0,0.431,0.444,1.4,1.8,0.774,1.1,3.3,4.5,2.4,0.4,0.5,0.83,1.2,12.7
Joel Przybilla,2012,32.0,27.0,19.0,16.6,0.8,1.8,0.45799999999999996,0.0,0.0,0.0,0.8,1.8,0.45799999999999996,0.45799999999999996,0.4,0.7,0.0,1.1,4.0,5.1,0.2,0.1,0.6,1.25,2.4,2.0
Vladimir Radmanovic,2012,31.0,49.0,3.0,15.4,1.5,4.0,0.376,1.0,2.8,0.37,0.5,1.3,0.387,0.503,0.4,0.6,0.759,0.7,2.2,2.9,1.1,0.4,0.3,1.43,1.3,4.5
Anthony Randolph,2012,22.0,34.0,5.0,15.2,2.8,5.9,0.47,0.0,0.0,0.0,2.8,5.9,0.47200000000000003,0.47,1.9,2.5,0.762,1.2,2.4,3.6,0.6,0.4,1.0,0.83,1.6,7.4
Zach Randolph,2012,30.0,28.0,8.0,26.3,4.7,10.2,0.46299999999999997,0.1,0.3,0.25,4.6,9.9,0.469,0.467,2.1,3.1,0.659,2.8,5.3,8.0,1.7,0.8,0.1,0.71,2.0,11.6
Michael Redd,2012,32.0,51.0,2.0,15.1,2.8,7.1,0.4,0.8,2.6,0.318,2.0,4.5,0.447,0.45799999999999996,1.7,2.2,0.7929999999999999,0.3,1.2,1.5,0.6,0.3,0.0,1.43,0.6,8.2
J.J. Redick,2012,27.0,65.0,22.0,27.2,3.8,9.0,0.425,1.7,4.1,0.418,2.1,4.9,0.43,0.521,2.2,2.4,0.9109999999999999,0.3,2.0,2.3,2.5,0.4,0.1,1.0,1.4,11.6
Ryan Reid,2012,25.0,5.0,0.0,3.4,0.8,1.0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,5.0,0.2,1.6
Jason Richardson,2012,31.0,54.0,54.0,29.5,4.5,11.0,0.408,1.9,5.1,0.368,2.6,5.9,0.442,0.493,0.8,1.3,0.594,0.7,2.9,3.6,2.0,1.0,0.4,0.91,1.7,11.6
Quentin Richardson,2012,31.0,48.0,3.0,18.0,1.5,4.1,0.376,0.9,2.5,0.34700000000000003,0.7,1.6,0.42100000000000004,0.48200000000000004,0.5,0.6,0.833,0.3,2.3,2.6,0.8,0.6,0.1,1.67,1.5,4.5
Luke Ridnour,2012,30.0,53.0,53.0,33.0,4.6,10.4,0.44,0.9,2.9,0.322,3.6,7.5,0.485,0.485,2.0,2.2,0.8909999999999999,0.4,2.3,2.7,4.8,1.1,0.3,0.56,2.6,12.1
Nate Robinson,2012,27.0,51.0,9.0,23.4,4.0,9.5,0.424,1.3,3.5,0.365,2.7,5.9,0.45899999999999996,0.49200000000000005,1.8,2.2,0.8320000000000001,0.3,1.7,2.0,4.5,1.2,0.0,0.67,2.3,11.2
Rajon Rondo,2012,25.0,53.0,53.0,36.9,4.8,10.8,0.44799999999999995,0.2,0.8,0.23800000000000002,4.6,10.0,0.46399999999999997,0.456,2.0,3.4,0.597,1.2,3.7,4.8,11.7,1.8,0.1,0.28,1.9,11.9
Derrick Rose,2012,23.0,39.0,39.0,35.3,7.7,17.8,0.435,1.4,4.4,0.312,6.4,13.4,0.475,0.473,5.0,6.1,0.812,0.7,2.7,3.4,7.9,0.9,0.7,0.32,1.3,21.8
Ricky Rubio,2012,21.0,41.0,31.0,34.2,3.4,9.5,0.35700000000000004,0.8,2.3,0.34,2.6,7.2,0.363,0.39799999999999996,3.1,3.8,0.8029999999999999,0.5,3.7,4.2,8.2,2.2,0.2,0.31,2.4,10.6
Brandon Rush,2012,26.0,65.0,1.0,26.4,3.6,7.2,0.501,1.5,3.4,0.452,2.1,3.8,0.544,0.607,1.0,1.3,0.7929999999999999,0.5,3.4,3.9,1.4,0.5,0.9,1.0,1.0,9.8
Walker Russell,2012,29.0,28.0,0.0,12.8,1.2,3.4,0.34700000000000003,0.1,0.5,0.308,1.0,2.9,0.354,0.368,0.5,0.8,0.636,0.3,0.7,0.9,2.1,0.6,0.0,0.83,1.0,3.0
John Salmons,2012,32.0,46.0,32.0,27.2,3.1,7.5,0.409,0.7,2.4,0.295,2.3,5.1,0.46399999999999997,0.457,0.6,1.0,0.644,0.4,2.5,2.9,2.0,0.8,0.2,1.0,1.7,7.5
Samardo Samuels,2012,23.0,54.0,0.0,15.3,1.9,4.3,0.455,0.0,0.0,0.0,1.9,4.3,0.455,0.455,1.5,2.2,0.0,1.2,2.2,3.3,0.4,0.4,0.4,1.0,2.1,5.4
Larry Sanders,2012,23.0,52.0,0.0,12.4,1.6,3.5,0.457,0.0,0.0,0.0,1.6,3.5,0.462,0.457,0.3,0.7,0.474,1.2,1.9,3.1,0.6,0.6,1.5,1.25,2.6,3.6
Brian Scalabrine,2012,33.0,28.0,0.0,4.4,0.5,1.1,0.467,0.0,0.3,0.14300000000000002,0.5,0.8,0.565,0.483,0.1,0.2,0.5,0.3,0.5,0.8,0.5,0.2,0.2,3.33,0.3,1.1
Luis Scola,2012,31.0,66.0,66.0,31.3,6.6,13.5,0.491,0.0,0.0,0.0,6.6,13.4,0.493,0.491,2.3,3.0,0.773,1.8,4.6,6.5,2.1,0.5,0.4,0.43,3.2,15.5
Thabo Sefolosha,2012,27.0,42.0,42.0,21.8,1.6,3.7,0.43200000000000005,0.7,1.7,0.43700000000000006,0.9,2.0,0.429,0.532,0.9,1.0,0.884,0.5,2.5,3.0,1.1,0.9,0.4,1.0,1.9,4.8
Josh Selby,2012,20.0,28.0,0.0,8.5,0.9,2.6,0.34700000000000003,0.1,0.5,0.133,0.8,2.0,0.40399999999999997,0.361,0.4,0.5,0.7859999999999999,0.1,0.5,0.5,1.1,0.3,0.0,1.0,0.6,2.3
Kevin Seraphin,2012,22.0,57.0,21.0,20.6,3.6,6.7,0.531,0.0,0.0,0.0,3.6,6.7,0.5329999999999999,0.531,0.8,1.2,0.6709999999999999,1.8,3.1,4.9,0.6,0.3,1.3,0.83,2.3,7.9
Iman Shumpert,2012,21.0,59.0,35.0,28.9,3.6,9.1,0.401,0.8,2.7,0.306,2.8,6.4,0.44,0.446,1.5,1.8,0.7979999999999999,0.7,2.4,3.2,2.8,1.7,0.1,0.53,2.9,9.5
Xavier Silas,2012,24.0,2.0,0.0,19.5,2.0,7.5,0.267,0.5,3.0,0.16699999999999998,1.5,4.5,0.33299999999999996,0.3,1.0,1.5,0.667,1.0,1.0,2.0,1.5,0.0,0.0,0.67,2.5,5.5
Bobby Simmons,2012,31.0,28.0,0.0,14.9,1.0,3.2,0.311,0.7,2.1,0.33299999999999996,0.3,1.1,0.267,0.42200000000000004,0.1,0.3,0.5710000000000001,0.6,1.4,2.0,0.4,0.5,0.1,2.5,1.5,2.9
Chris Singleton,2012,22.0,66.0,51.0,21.7,1.8,4.7,0.37200000000000005,0.7,1.9,0.34600000000000003,1.1,2.8,0.389,0.442,0.5,0.7,0.682,0.7,2.9,3.5,0.7,1.1,0.5,1.67,2.7,4.6
James Singleton,2012,30.0,12.0,0.0,21.8,3.4,6.3,0.547,0.2,0.8,0.222,3.3,5.5,0.591,0.56,1.2,1.3,0.9329999999999999,2.1,4.7,6.8,1.3,0.8,0.7,1.25,2.3,8.2
Craig Smith,2012,28.0,47.0,0.0,9.9,1.3,2.5,0.504,0.0,0.0,0.0,1.3,2.5,0.509,0.504,0.8,1.1,0.7170000000000001,0.7,1.6,2.3,0.4,0.3,0.1,2.0,1.2,3.3
Greg Smith,2012,21.0,8.0,0.0,8.6,0.9,1.4,0.636,0.0,0.0,0.0,0.9,1.4,0.636,0.636,0.0,0.0,0.0,0.6,1.9,2.5,0.1,0.3,0.6,10.0,2.1,1.8
J.R. Smith,2012,26.0,35.0,1.0,27.6,4.7,11.6,0.40700000000000003,1.9,5.5,0.34700000000000003,2.8,6.1,0.462,0.49,1.1,1.6,0.7090000000000001,0.8,3.1,3.9,2.4,1.5,0.2,0.77,2.5,12.5
Jason Smith,2012,25.0,40.0,29.0,23.7,4.5,8.7,0.52,0.0,0.2,0.111,4.5,8.5,0.531,0.522,0.8,1.2,0.7020000000000001,1.8,3.1,4.9,0.9,0.5,1.0,1.0,2.6,9.9
Josh Smith,2012,26.0,66.0,66.0,35.3,7.6,16.7,0.45799999999999996,0.4,1.7,0.257,7.2,15.0,0.48,0.47,3.1,4.9,0.63,2.1,7.5,9.6,3.9,1.4,1.7,0.4,2.6,18.8
Nolan Smith,2012,23.0,44.0,4.0,12.3,1.5,4.1,0.37200000000000005,0.3,1.0,0.289,1.2,3.1,0.4,0.408,0.5,0.6,0.7140000000000001,0.4,0.9,1.3,1.4,0.4,0.1,1.0,1.3,3.8
Marreese Speights,2012,24.0,60.0,54.0,22.4,3.7,8.1,0.45299999999999996,0.0,0.1,0.0,3.7,8.1,0.456,0.45299999999999996,1.4,1.8,0.7709999999999999,2.2,4.0,6.2,0.8,0.4,0.5,0.83,2.5,8.8
Tiago Splitter,2012,27.0,59.0,2.0,19.0,3.6,5.8,0.618,0.0,0.0,0.0,3.6,5.8,0.618,0.618,2.1,3.1,0.0,1.6,3.6,5.2,1.1,0.4,0.8,0.67,2.3,9.3
Jerry Stackhouse,2012,37.0,30.0,0.0,9.1,1.2,3.3,0.37,0.4,1.3,0.342,0.8,2.1,0.387,0.435,0.7,0.8,0.9129999999999999,0.2,0.6,0.8,0.5,0.3,0.1,2.5,0.4,3.6
Lance Stephenson,2012,21.0,42.0,1.0,10.5,1.1,3.0,0.376,0.1,0.7,0.133,1.0,2.3,0.45299999999999996,0.392,0.2,0.4,0.47100000000000003,0.3,1.0,1.3,1.1,0.5,0.1,1.11,0.7,2.5
DeShawn Stevenson,2012,30.0,51.0,30.0,18.8,1.0,3.4,0.285,0.8,2.8,0.28300000000000003,0.2,0.5,0.29600000000000004,0.40399999999999997,0.2,0.3,0.563,0.1,1.8,2.0,0.8,0.4,0.1,2.5,1.2,2.9
Greg Stiemsma,2012,26.0,55.0,3.0,13.9,1.2,2.2,0.545,0.0,0.0,0.0,1.2,2.2,0.545,0.545,0.5,0.7,0.0,0.9,2.3,3.2,0.5,0.7,1.5,1.67,2.6,2.9
Julyan Stone,2012,23.0,22.0,2.0,8.1,0.6,1.4,0.419,0.1,0.5,0.182,0.5,0.9,0.55,0.452,0.4,0.5,0.727,0.2,0.9,1.1,1.7,0.4,0.3,2.0,0.8,1.6
Amar'e Stoudemire,2012,29.0,47.0,47.0,32.8,6.7,13.9,0.483,0.1,0.4,0.23800000000000002,6.6,13.5,0.491,0.48700000000000004,4.0,5.2,0.765,2.3,5.6,7.8,1.1,0.8,1.0,0.42,2.9,17.5
Rodney Stuckey,2012,25.0,55.0,48.0,29.9,4.7,10.9,0.429,0.6,1.9,0.317,4.1,9.0,0.452,0.456,4.9,5.8,0.8340000000000001,0.7,1.9,2.6,3.8,0.8,0.2,0.53,2.3,14.8
DaJuan Summers,2012,24.0,15.0,6.0,13.9,1.9,4.3,0.431,0.3,1.1,0.313,1.5,3.3,0.469,0.469,0.5,0.6,0.778,0.5,1.0,1.5,0.7,0.5,0.0,2.0,2.1,4.5
Jeff Teague,2012,23.0,66.0,66.0,33.1,4.8,10.2,0.47600000000000003,0.8,2.3,0.342,4.1,7.9,0.514,0.514,2.1,2.8,0.757,0.3,2.1,2.4,4.9,1.6,0.6,0.5,2.2,12.6
Sebastian Telfair,2012,26.0,60.0,1.0,14.9,2.4,5.7,0.41200000000000003,0.6,1.8,0.314,1.8,4.0,0.456,0.461,0.9,1.1,0.7909999999999999,0.3,1.2,1.5,2.3,0.7,0.2,0.91,2.0,6.1
Jason Terry,2012,34.0,63.0,1.0,31.7,5.7,13.2,0.43,2.2,5.8,0.37799999999999995,3.5,7.4,0.47100000000000003,0.513,1.6,1.8,0.883,0.3,2.1,2.4,3.6,1.2,0.2,0.5,1.1,15.1
Isaiah Thomas,2012,22.0,65.0,37.0,25.5,3.9,8.8,0.44799999999999995,1.3,3.4,0.379,2.7,5.4,0.491,0.521,2.4,2.8,0.8320000000000001,0.7,1.8,2.6,4.1,0.8,0.1,0.62,1.9,11.5
Kurt Thomas,2012,39.0,53.0,3.0,15.2,1.4,3.0,0.465,0.0,0.0,0.0,1.4,3.0,0.465,0.465,0.3,0.4,0.0,0.7,2.8,3.5,0.9,0.5,0.6,1.67,2.3,3.0
Lance Thomas,2012,23.0,42.0,10.0,15.0,1.4,3.0,0.452,0.0,0.0,0.0,1.4,3.0,0.456,0.452,1.2,1.5,0.8390000000000001,1.2,1.8,3.0,0.3,0.2,0.2,1.67,1.9,4.0
Tyrus Thomas,2012,25.0,54.0,30.0,18.8,2.2,6.1,0.36700000000000005,0.0,0.1,0.33299999999999996,2.2,6.0,0.36700000000000005,0.369,1.2,1.5,0.759,0.9,2.8,3.7,0.6,0.7,1.1,1.0,2.7,5.6
Trey Thompkins,2012,21.0,24.0,0.0,5.0,1.0,2.5,0.39299999999999996,0.2,0.5,0.308,0.8,2.0,0.41700000000000004,0.426,0.2,0.3,0.7140000000000001,0.2,0.8,1.0,0.1,0.1,0.1,3.33,0.4,2.4
Jason Thompson,2012,25.0,64.0,47.0,25.9,3.7,6.9,0.535,0.0,0.0,0.0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,0.91,2.3,9.1
Klay Thompson,2012,21.0,66.0,29.0,24.4,4.8,10.9,0.44299999999999995,1.7,4.1,0.414,3.1,6.8,0.46,0.52,1.2,1.4,0.868,0.4,2.1,2.4,2.0,0.7,0.3,0.62,2.3,12.5
Mychel Thompson,2012,23.0,5.0,3.0,19.0,1.4,4.8,0.292,0.8,2.2,0.0,0.6,2.6,0.231,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
Tristan Thompson,2012,20.0,60.0,25.0,23.7,3.2,7.4,0.439,0.0,0.0,0.0,3.2,7.3,0.441,0.439,1.8,3.2,0.552,3.1,3.4,6.5,0.5,0.5,1.0,0.71,2.2,8.2
Marcus Thornton,2012,24.0,51.0,51.0,34.9,6.9,15.7,0.43799999999999994,2.1,6.1,0.345,4.8,9.7,0.49700000000000005,0.505,2.8,3.2,0.865,1.6,2.0,3.7,1.9,1.4,0.2,0.62,2.2,18.7
Jamaal Tinsley,2012,33.0,37.0,1.0,13.7,1.5,3.8,0.40399999999999997,0.3,1.0,0.27,1.3,2.8,0.452,0.44,0.4,0.5,0.765,0.2,1.1,1.2,3.3,0.5,0.2,0.71,1.3,3.7
Anthony Tolliver,2012,26.0,51.0,0.0,17.3,1.4,3.6,0.39,0.5,2.0,0.248,0.9,1.6,0.568,0.45899999999999996,0.8,1.1,0.745,1.0,2.0,3.0,0.4,0.4,0.4,1.43,1.7,4.1
Hedo Turkoglu,2012,32.0,53.0,53.0,31.2,3.9,9.5,0.415,1.7,4.9,0.353,2.2,4.6,0.48,0.505,1.3,1.8,0.705,0.5,3.3,3.8,4.4,0.8,0.3,0.37,2.6,10.9
Evan Turner,2012,23.0,65.0,20.0,26.4,4.0,9.1,0.446,0.2,0.8,0.22399999999999998,3.9,8.3,0.466,0.455,1.1,1.7,0.6759999999999999,0.4,5.4,5.8,2.8,0.6,0.3,0.62,1.8,9.4
Jeremy Tyler,2012,20.0,42.0,23.0,13.5,2.1,5.0,0.42100000000000004,0.0,0.0,0.0,2.1,5.0,0.423,0.42100000000000004,0.7,1.2,0.5579999999999999,1.3,2.0,3.3,0.4,0.4,0.5,1.11,2.0,4.9
Edwin Ubiles,2012,25.0,4.0,0.0,13.0,1.3,4.5,0.278,0.3,1.3,0.2,1.0,3.3,0.308,0.306,0.8,0.8,1.0,0.5,2.0,2.5,0.3,0.3,0.3,3.33,0.3,3.5
Beno Udrih,2012,29.0,59.0,0.0,18.3,2.5,5.6,0.44,0.3,1.0,0.28800000000000003,2.2,4.6,0.473,0.465,0.7,0.9,0.7090000000000001,0.4,1.3,1.7,3.8,0.6,0.0,0.77,1.2,5.9
Anderson Varejao,2012,29.0,25.0,25.0,31.4,4.6,8.9,0.514,0.0,0.2,0.0,4.6,8.7,0.523,0.514,1.7,2.6,0.672,4.4,7.1,11.5,1.7,1.4,0.7,0.56,2.5,10.8
Greivis Vasquez,2012,25.0,66.0,26.0,25.8,3.4,7.9,0.43,0.7,2.0,0.319,2.8,5.9,0.469,0.47100000000000003,1.5,1.8,0.821,0.3,2.3,2.6,5.4,0.9,0.1,0.45,1.9,8.9
Jan Vesely,2012,21.0,57.0,20.0,18.9,2.1,3.8,0.537,0.0,0.0,0.0,2.1,3.8,0.539,0.537,0.6,1.1,0.532,1.8,2.6,4.4,0.8,0.7,0.6,0.91,2.7,4.7
Charlie Villanueva,2012,27.0,13.0,0.0,13.8,2.7,7.0,0.385,1.2,3.5,0.33299999999999996,1.5,3.5,0.435,0.467,0.5,0.5,0.857,0.7,3.0,3.7,0.5,0.5,0.4,2.0,1.9,7.0
Nikola Vucevic,2012,21.0,51.0,15.0,15.9,2.6,5.7,0.45,0.1,0.2,0.375,2.5,5.5,0.452,0.455,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.4,0.7,1.67,2.2,5.5
Dwyane Wade,2012,30.0,49.0,49.0,33.2,8.5,17.1,0.49700000000000005,0.3,1.1,0.268,8.2,15.9,0.513,0.506,4.8,6.1,0.7909999999999999,1.5,3.3,4.8,4.6,1.7,1.3,0.38,2.2,22.1
Von Wafer,2012,26.0,33.0,1.0,14.2,2.2,4.8,0.452,0.4,1.2,0.359,1.7,3.6,0.483,0.49700000000000005,1.2,1.6,0.7040000000000001,0.2,1.2,1.4,0.9,0.3,0.1,0.91,0.8,5.9
Henry Walker,2012,24.0,32.0,8.0,19.4,2.1,5.3,0.39799999999999996,1.1,3.5,0.319,1.0,1.8,0.552,0.503,0.5,0.6,0.85,0.3,2.2,2.5,1.2,0.6,0.2,0.91,2.6,5.9
Kemba Walker,2012,21.0,66.0,25.0,27.2,4.3,11.6,0.366,1.0,3.4,0.305,3.2,8.2,0.392,0.41100000000000003,2.5,3.2,0.789,0.5,3.1,3.5,4.4,0.9,0.3,0.56,1.2,12.1
John Wall,2012,21.0,66.0,66.0,36.2,5.7,13.5,0.423,0.0,0.6,0.071,5.7,12.9,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8.0,1.4,0.9,0.26,2.1,16.3
Ben Wallace,2012,37.0,62.0,11.0,15.8,0.5,1.4,0.395,0.0,0.1,0.25,0.5,1.3,0.402,0.401,0.3,0.8,0.34,1.3,3.0,4.3,0.7,0.8,0.8,2.0,1.0,1.4
Hakim Warrick,2012,29.0,35.0,0.0,14.4,2.1,5.1,0.41100000000000003,0.0,0.3,0.1,2.1,4.9,0.429,0.414,2.2,2.8,0.768,0.9,1.7,2.6,0.9,0.2,0.1,1.0,1.0,6.4
Darryl Watkins,2012,27.0,5.0,0.0,19.6,1.4,2.8,0.5,0.0,0.0,0.0,1.4,2.8,0.5,0.5,1.8,3.6,0.0,1.6,3.8,5.4,0.6,1.0,0.8,0.62,2.8,4.6
C.J. Watson,2012,27.0,49.0,25.0,23.7,3.3,8.9,0.368,1.4,3.5,0.39299999999999996,1.9,5.4,0.35200000000000004,0.446,1.7,2.1,0.8079999999999999,0.4,1.7,2.1,4.1,0.9,0.2,0.5,2.1,9.7
Earl Watson,2012,32.0,50.0,2.0,20.7,1.1,3.2,0.33799999999999997,0.2,1.0,0.192,0.9,2.2,0.40700000000000003,0.369,0.6,0.9,0.674,0.6,1.8,2.4,4.3,1.1,0.4,0.59,2.1,3.0
Martell Webster,2012,25.0,47.0,26.0,24.3,2.4,5.8,0.423,0.8,2.3,0.33899999999999997,1.7,3.5,0.479,0.491,1.2,1.5,0.792,0.9,2.7,3.6,0.9,0.7,0.4,1.0,1.8,6.9
David West,2012,31.0,66.0,66.0,29.2,5.3,10.8,0.48700000000000004,0.0,0.1,0.222,5.3,10.7,0.491,0.489,2.2,2.7,0.807,1.8,4.8,6.6,2.1,0.8,0.7,0.71,2.4,12.8
Delonte West,2012,28.0,44.0,33.0,24.1,3.8,8.2,0.461,0.6,1.7,0.355,3.2,6.5,0.489,0.499,1.4,1.6,0.8859999999999999,0.3,2.0,2.3,3.2,1.3,0.3,0.59,1.5,9.6
Russell Westbrook,2012,23.0,66.0,66.0,35.3,8.8,19.2,0.457,0.9,3.0,0.316,7.8,16.2,0.48200000000000004,0.48100000000000004,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,0.28,2.2,23.6
D.J. White,2012,25.0,58.0,11.0,18.9,3.0,6.1,0.493,0.0,0.0,1.0,3.0,6.1,0.491,0.494,0.7,1.1,0.705,0.9,2.7,3.6,0.8,0.3,0.4,1.43,1.6,6.8
Hassan Whiteside,2012,22.0,18.0,0.0,6.1,0.7,1.5,0.444,0.0,0.0,0.0,0.7,1.5,0.444,0.444,0.3,0.7,0.0,0.9,1.3,2.2,0.0,0.2,0.8,3.33,0.7,1.6
Chris Wilcox,2012,29.0,28.0,4.0,17.2,2.3,3.8,0.598,0.0,0.0,0.0,2.3,3.8,0.598,0.598,0.9,1.4,0.0,1.4,3.0,4.4,0.4,0.4,0.3,0.91,2.3,5.4
Damien Wilkins,2012,32.0,60.0,2.0,15.4,1.3,3.2,0.39399999999999996,0.1,0.4,0.304,1.2,2.8,0.406,0.41200000000000003,0.6,0.9,0.63,0.4,1.3,1.7,0.7,0.5,0.2,2.0,1.4,3.2
Deron Williams,2012,27.0,55.0,55.0,36.3,7.1,17.5,0.40700000000000003,2.1,6.2,0.336,5.0,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,3.3,8.7,1.2,0.4,0.25,2.2,21.0
Derrick Williams,2012,20.0,66.0,15.0,21.5,3.1,7.5,0.41200000000000003,0.6,2.1,0.268,2.5,5.5,0.467,0.449,2.1,3.0,0.6970000000000001,1.2,3.5,4.7,0.6,0.5,0.5,0.83,1.4,8.8
Elliot Williams,2012,22.0,24.0,0.0,6.2,1.5,3.1,0.5,0.3,1.1,0.29600000000000004,1.2,2.0,0.617,0.5539999999999999,0.3,0.8,0.33299999999999996,0.3,0.5,0.8,0.3,0.3,0.1,5.0,0.8,3.7
Jordan Williams,2012,21.0,43.0,5.0,14.8,1.8,3.5,0.507,0.0,0.0,0.0,1.8,3.5,0.507,0.507,1.0,1.5,0.0,1.5,2.1,3.6,0.3,0.5,0.3,2.0,1.4,4.6
Lou Williams,2012,25.0,64.0,0.0,26.3,5.0,12.2,0.40700000000000003,1.3,3.6,0.36200000000000004,3.7,8.6,0.425,0.46,3.7,4.6,0.812,0.5,2.0,2.4,3.5,0.8,0.3,0.91,1.4,14.9
